fecha,source,medium,campaign,eventos,usuarios,sesiones,pageviews,nuevos_usuarios
20250123,search,paid,auto-por-kilometro,107,104,107,410,93
20250123,syndicatedsearch.goog,referral,(referral),1,1,1,2,0
20250123,insights.hotjar.com,referral,(referral),1,1,1,6,0
20250123,google,(not set),(not set),2,1,2,18,0
20250123,facebook.com,referral,(referral),1,1,1,2,1
20250123,bing,organic,(organic),2,2,2,12,0
20250123,facebook,cpl,trafico_SegurosYap,1,1,1,2,0
20250123,selfadjust.bdeo.es,referral,(referral),5,5,5,26,1
20250123,search,paid,moto-por-kilomertro,10,9,10,42,8
20250123,google,organic,(organic),17,12,17,107,5
20250123,(not set),(not set),(not set),24,17,24,156,11
20250123,search,paid,auto-tradicional,29,27,29,340,25
20250123,accounts.google.com,referral,(referral),5,3,5,59,1
20250124,facebook,cpl,trafico_SegurosYap,5,4,5,7,2
20250124,bing,organic,(organic),6,1,6,57,0
20250124,accounts.google.com.gt,referral,(referral),2,1,2,21,1
20250124,selfadjust.bdeo.es,referral,(referral),4,2,4,35,0
20250124,accounts.google.com,referral,(referral),7,4,7,63,0
20250124,m.facebook.com,referral,(referral),1,1,1,7,1
20250124,google,organic,(organic),16,12,16,99,2
20250124,(not set),(not set),(not set),32,26,32,152,15
20250124,search,paid,auto-tradicional,28,28,28,202,27
20250124,search,paid,auto-por-kilometro,314,304,314,941,293
20250124,search,paid,moto-por-kilomertro,7,7,7,80,6
20250125,accounts.google.com,referral,(referral),2,1,2,2,0
20250125,selfadjust.bdeo.es,referral,(referral),2,2,2,15,0
20250125,facebook,cpl,trafico_SegurosYap,5,2,5,6,1
20250125,google,organic,(organic),11,10,11,73,4
20250125,(not set),(not set),(not set),15,10,15,96,5
20250125,search,paid,moto-por-kilomertro,11,11,11,63,10
20250125,search,paid,auto-tradicional,19,19,19,174,19
20250125,search,paid,auto-por-kilometro,155,152,155,479,141
20250126,selfadjust.bdeo.es,referral,(referral),2,1,2,27,0
20250126,m.facebook.com,referral,(referral),1,1,1,29,1
20250126,accounts.google.com,referral,(referral),2,2,2,4,1
20250126,search,paid,moto-por-kilomertro,6,6,6,50,4
20250126,search,paid,auto-por-kilometro,227,227,227,577,221
20250126,google,organic,(organic),12,11,12,67,3
20250126,search,paid,auto-tradicional,27,26,27,424,25
20250126,(not set),(not set),(not set),10,8,10,142,6
20250127,tagassistant.google.com,referral,(referral),3,2,3,47,1
20250127,selfadjust.bdeo.es,referral,(referral),1,1,1,3,0
20250127,l.facebook.com,referral,(referral),1,1,1,28,1
20250127,insights.hotjar.com,referral,(referral),1,1,1,17,0
20250127,google,(not set),(not set),3,1,3,26,0
20250127,accounts.google.com,referral,(referral),1,1,1,14,0
20250127,m.facebook.com,referral,(referral),2,2,2,38,2
20250127,duckduckgo,organic,(organic),1,1,1,10,1
20250127,facebook,cpl,trafico_SegurosYap,4,2,4,7,0
20250127,search,paid,auto-por-kilometro,239,233,239,739,222
20250127,(not set),(not set),(not set),32,25,32,231,13
20250127,search,paid,auto-tradicional,29,24,29,420,23
20250127,facebook.com,referral,(referral),2,2,2,4,2
20250127,search,paid,moto-por-kilomertro,13,12,13,70,10
20250127,bing,organic,(organic),11,4,11,163,2
20250127,google,organic,(organic),27,21,27,156,10
20250128,facebook,cpl,trafico_SegurosYap,1,1,1,2,0
20250128,tagassistant.google.com,referral,(referral),4,1,4,31,0
20250128,selfadjust.bdeo.es,referral,(referral),1,1,1,9,0
20250128,segurosgyt.com.gt,referral,(referral),1,1,1,0,0
20250128,insights.hotjar.com,referral,(referral),2,1,2,2,0
20250128,google,(not set),(not set),1,1,1,11,0
20250128,accounts.google.com,referral,(referral),2,1,2,39,0
20250128,google,organic,(organic),15,11,15,55,3
20250128,search,paid,moto-por-kilomertro,13,13,13,69,12
20250128,(not set),(not set),(not set),27,20,27,174,12
20250128,search,paid,auto-tradicional,37,34,37,439,34
20250128,search,paid,auto-por-kilometro,56,53,56,187,48
20250128,bing,organic,(organic),1,1,1,10,0
20250129,accounts.google.com,referral,(referral),1,1,1,15,0
20250129,segurosgyt.com.gt,referral,(referral),1,1,1,1,1
20250129,lm.facebook.com,referral,(referral),1,1,1,66,1
20250129,google,(not set),(not set),4,1,4,47,0
20250129,display,trafico,campanayap_2022,1,1,1,2,1
20250129,soy502.com,referral,(referral),1,1,1,25,1
20250129,selfadjust.bdeo.es,referral,(referral),4,2,4,7,0
20250129,google,organic,(organic),6,6,6,54,3
20250129,search,paid,moto-por-kilomertro,8,8,8,95,7
20250129,(not set),(not set),(not set),21,21,21,356,12
20250129,search,paid,auto-por-kilometro,37,33,37,214,30
20250129,search,paid,auto-tradicional,75,71,75,459,69
20250129,syndicatedsearch.goog,referral,(referral),4,4,4,8,4
20250130,soy502.com,referral,(referral),1,0,1,0,0
20250130,facebook,cpl,trafico_SegurosYap,1,0,1,1,0
20250130,tagassistant.google.com,referral,(referral),1,1,1,30,0
20250130,bing,organic,(organic),1,1,1,6,0
20250130,l.instagram.com,referral,(referral),2,2,2,21,2
20250130,selfadjust.bdeo.es,referral,(referral),2,2,2,35,0
20250130,google,organic,(organic),23,16,23,186,7
20250130,(not set),(not set),(not set),31,22,31,243,18
20250130,search,paid,moto-por-kilomertro,32,31,32,72,30
20250130,search,paid,auto-por-kilometro,48,45,48,272,36
20250130,search,paid,auto-tradicional,65,63,65,264,61
20250130,accounts.google.com,referral,(referral),6,3,6,36,0
20250131,accounts.google.com,referral,(referral),3,3,3,92,0
20250131,youtube,instream,campanayap_2022,1,1,1,1,1
20250131,tagassistant.google.com,referral,(referral),1,1,1,6,0
20250131,syndicatedsearch.goog,referral,(referral),1,1,1,2,1
20250131,m.facebook.com,referral,(referral),1,1,1,3,1
20250131,insights.hotjar.com,referral,(referral),1,1,1,3,0
20250131,google,(not set),(not set),1,1,1,21,0
20250131,bing,organic,(organic),7,3,7,77,0
20250131,remarketing,paid,auto-por-kilometro,4,4,4,6,4
20250131,lm.facebook.com,referral,(referral),1,1,1,36,0
20250131,remarketing,paid,moto-por-kilomertro,7,7,7,12,7
20250131,search,paid,auto-tradicional,281,270,281,1089,266
20250131,search,paid,auto-por-kilometro,56,50,56,428,41
20250131,(not set),(not set),(not set),24,20,24,195,12
20250131,facebook.com,referral,(referral),4,4,4,8,4
20250131,search,paid,moto-por-kilomertro,52,51,52,149,51
20250131,meta,paid,auto-por-kilometro,8,8,8,24,8
20250131,meta,paid,auto-tradicional,8,8,8,35,7
20250131,meta,paid,moto-por-kilomertro,7,7,7,20,7
20250131,google,organic,(organic),15,12,15,109,3
20250201,google,organic,(organic),8,8,8,43,3
20250201,youtube,instream,campanayap_2022,1,0,1,1,0
20250201,display,trafico,campanayap_2022,1,0,1,1,0
20250201,m.facebook.com,referral,(referral),1,1,1,29,1
20250201,facebook,cpl,trafico_SegurosYap,1,1,1,2,0
20250201,bing,organic,(organic),2,2,2,31,1
20250201,selfadjust.bdeo.es,referral,(referral),5,3,5,20,0
20250201,search,paid,auto-por-kilometro,36,29,36,177,26
20250201,segurosvidas.net,referral,(referral),1,1,1,7,0
20250201,search,paid,moto-por-kilomertro,43,43,43,151,43
20250201,meta,paid,auto-por-kilometro,50,50,50,88,46
20250201,search,paid,auto-tradicional,72,66,72,238,62
20250201,meta,paid,auto-tradicional,74,74,74,122,74
20250201,remarketing,paid,moto-por-kilomertro,111,105,111,379,107
20250201,meta,paid,moto-por-kilomertro,317,310,317,587,298
20250201,remarketing,paid,auto-por-kilometro,376,357,376,1521,358
20250201,(not set),(not set),(not set),41,37,41,250,29
20250202,youtube,instream,campanayap_2022,1,0,1,1,0
20250202,wp.estoaresearch.com,referral,(referral),1,1,1,10,0
20250202,segurosvidas.net,referral,(referral),1,1,1,2,0
20250202,facebook,cpl,trafico_SegurosYap,2,1,2,5,0
20250202,display,trafico,campanayap_2022,1,1,1,2,0
20250202,google,organic,(organic),8,7,8,28,5
20250202,search,paid,auto-tradicional,15,11,15,93,9
20250202,(not set),(not set),(not set),50,43,50,397,37
20250202,search,paid,auto-por-kilometro,86,82,86,343,76
20250202,remarketing,paid,moto-por-kilomertro,122,118,122,346,114
20250202,meta,paid,auto-tradicional,298,293,298,511,271
20250202,meta,paid,auto-por-kilometro,307,297,307,540,272
20250202,meta,paid,moto-por-kilomertro,487,470,487,923,436
20250202,remarketing,paid,auto-por-kilometro,626,604,626,2153,592
20250202,search,paid,moto-por-kilomertro,80,77,80,297,74
20250203,google,organic,(organic),21,18,21,262,10
20250203,insights.hotjar.com,referral,(referral),1,1,1,2,0
20250203,ea99310e0f6c335f0823cfae37866a64.safeframe.googlesyndication.com,referral,(referral),1,1,1,1,0
20250203,bing,organic,(organic),3,2,3,38,0
20250203,accounts.google.com,referral,(referral),4,3,4,53,0
20250203,selfadjust.bdeo.es,referral,(referral),6,5,6,81,1
20250203,syndicatedsearch.goog,referral,(referral),14,14,14,32,14
20250203,search,paid,moto-por-kilomertro,62,62,62,228,61
20250203,facebook,cpl,trafico_SegurosYap,1,1,1,2,0
20250203,remarketing,paid,moto-por-kilomertro,140,135,140,407,129
20250203,remarketing,paid,auto-por-kilometro,506,477,506,1697,463
20250203,meta,paid,auto-por-kilometro,407,397,407,738,346
20250203,meta,paid,moto-por-kilomertro,357,347,357,672,329
20250203,(not set),(not set),(not set),77,70,77,427,57
20250203,search,paid,auto-tradicional,208,204,208,839,192
20250203,search,paid,auto-por-kilometro,154,150,154,433,144
20250203,meta,paid,auto-tradicional,302,293,302,570,264
20250204,wp.estoaresearch.com,referral,(referral),1,1,1,2,0
20250204,lm.facebook.com,referral,(referral),1,1,1,19,1
20250204,facebook.com,referral,(referral),2,2,2,4,2
20250204,bing,organic,(organic),2,2,2,11,1
20250204,accounts.google.com,referral,(referral),6,3,6,20,0
20250204,selfadjust.bdeo.es,referral,(referral),12,6,12,114,0
20250204,google,organic,(organic),26,20,26,92,15
20250204,syndicatedsearch.goog,referral,(referral),16,16,16,33,15
20250204,(not set),(not set),(not set),70,60,70,476,43
20250204,search,paid,auto-por-kilometro,161,157,161,616,145
20250204,remarketing,paid,moto-por-kilomertro,169,162,169,523,156
20250204,meta,paid,auto-tradicional,171,165,171,279,150
20250204,search,paid,auto-tradicional,245,237,245,930,227
20250204,meta,paid,moto-por-kilomertro,305,287,305,533,252
20250204,meta,paid,auto-por-kilometro,337,325,337,591,285
20250204,remarketing,paid,auto-por-kilometro,508,474,508,1766,454
20250204,search,paid,moto-por-kilomertro,97,95,97,326,93
20250205,google,organic,(organic),15,14,15,94,9
20250205,meta,paid,auto-tradicional,3,3,3,17,2
20250205,accounts.google.com,referral,(referral),1,1,1,16,0
20250205,syndicatedsearch.goog,referral,(referral),16,16,16,34,14
20250205,segurosvidas.net,referral,(referral),1,1,1,5,0
20250205,selfadjust.bdeo.es,referral,(referral),2,1,2,12,0
20250205,bing,organic,(organic),2,1,2,50,0
20250205,facebook,cpl,trafico_SegurosYap,1,0,1,1,0
20250205,search,paid,moto-por-kilomertro,33,31,33,134,26
20250205,search,paid,auto-por-kilometro,108,102,108,414,91
20250205,remarketing,paid,moto-por-kilomertro,156,151,156,518,142
20250205,search,paid,auto-tradicional,206,206,206,612,191
20250205,meta,paid,moto-por-kilomertro,284,273,284,525,222
20250205,meta,paid,auto-por-kilometro,349,337,349,595,301
20250205,remarketing,paid,auto-por-kilometro,615,569,615,2242,548
20250205,(not set),(not set),(not set),51,47,51,406,35
20250206,tagassistant.google.com,referral,(referral),3,1,3,9,0
20250206,mx.search.yahoo.com,referral,(referral),2,1,2,37,1
20250206,facebook.com,referral,(referral),1,1,1,2,1
20250206,bing,organic,(organic),4,1,4,56,0
20250206,9gag.com,referral,(referral),1,1,1,2,0
20250206,selfadjust.bdeo.es,referral,(referral),3,3,3,25,0
20250206,accounts.google.com,referral,(referral),4,4,4,19,0
20250206,syndicatedsearch.goog,referral,(referral),8,8,8,20,7
20250206,google,organic,(organic),28,25,28,220,20
20250206,(not set),(not set),(not set),69,64,69,483,47
20250206,search,paid,auto-por-kilometro,96,93,96,322,83
20250206,remarketing,paid,moto-por-kilomertro,131,126,131,460,110
20250206,search,paid,auto-tradicional,176,174,176,593,165
20250206,meta,paid,moto-por-kilomertro,280,260,280,494,227
20250206,meta,paid,auto-por-kilometro,387,372,387,682,318
20250206,remarketing,paid,auto-por-kilometro,707,660,707,2523,620
20250206,search,paid,moto-por-kilomertro,57,55,57,209,54
20250207,syndicatedsearch.goog,referral,(referral),8,8,8,18,8
20250207,m.facebook.com,referral,(referral),1,1,1,86,1
20250207,insights.hotjar.com,referral,(referral),1,1,1,2,0
20250207,facebook,cpl,trafico_SegurosYap,2,2,2,4,1
20250207,bing,organic,(organic),4,2,4,67,0
20250207,selfadjust.bdeo.es,referral,(referral),4,3,4,11,0
20250207,google,organic,(organic),16,14,16,90,10
20250207,accounts.google.com,referral,(referral),1,1,1,4,0
20250207,(not set),(not set),(not set),64,52,64,352,36
20250207,search,paid,auto-por-kilometro,103,95,103,387,88
20250207,search,paid,auto-tradicional,109,106,109,538,97
20250207,remarketing,paid,moto-por-kilomertro,168,160,168,541,149
20250207,meta,paid,moto-por-kilomertro,226,212,226,422,179
20250207,search,paid,moto-por-kilomertro,17,17,17,71,15
20250207,meta,paid,auto-por-kilometro,329,311,329,575,255
20250207,remarketing,paid,auto-por-kilometro,437,395,437,1447,333
20250208,accounts.google.com,referral,(referral),1,0,1,1,0
20250208,bing,organic,(organic),2,1,2,12,1
20250208,8ca7075c85efe62616a5a19f6ec87330.safeframe.googlesyndication.com,referral,(referral),3,1,3,6,0
20250208,42961fc23516ba3e6ef0cfb57acb169c.safeframe.googlesyndication.com,referral,(referral),1,1,1,4,0
20250208,googleads.g.doubleclick.net,referral,(referral),2,2,2,12,0
20250208,syndicatedsearch.goog,referral,(referral),11,11,11,25,10
20250208,google,organic,(organic),11,11,11,39,9
20250208,search,paid,moto-por-kilomertro,20,20,20,98,17
20250208,(not set),(not set),(not set),38,37,38,217,30
20250208,search,paid,auto-por-kilometro,81,79,81,319,77
20250208,remarketing,paid,moto-por-kilomertro,145,141,145,422,130
20250208,search,paid,auto-tradicional,166,164,166,510,154
20250208,meta,paid,auto-por-kilometro,330,320,330,572,272
20250208,meta,paid,moto-por-kilomertro,363,351,363,662,308
20250208,remarketing,paid,auto-por-kilometro,540,496,540,1843,446
20250209,segurosgyt.com.gt,referral,(referral),2,1,2,10,0
20250209,facebook.com,referral,(referral),1,1,1,2,1
20250209,facebook,cpl,trafico_SegurosYap,1,1,1,2,1
20250209,8ca7075c85efe62616a5a19f6ec87330.safeframe.googlesyndication.com,referral,(referral),1,1,1,2,0
20250209,27cca9a974d08a740bc3ae24bdc2c83e.safeframe.googlesyndication.com,referral,(referral),1,1,1,2,0
20250209,selfadjust.bdeo.es,referral,(referral),3,3,3,55,0
20250209,syndicatedsearch.goog,referral,(referral),6,6,6,19,6
20250209,google,organic,(organic),8,8,8,28,7
20250209,remarketing,paid,auto-por-kilometro,611,547,611,1980,481
20250209,(not set),(not set),(not set),60,56,60,416,45
20250209,search,paid,auto-por-kilometro,98,94,98,333,90
20250209,remarketing,paid,moto-por-kilomertro,157,146,157,439,133
20250209,search,paid,auto-tradicional,220,219,220,546,214
20250209,meta,paid,auto-por-kilometro,276,267,276,490,219
20250209,meta,paid,moto-por-kilomertro,343,333,343,622,286
20250209,search,paid,moto-por-kilomertro,39,39,39,121,39
20250210,selfadjust.bdeo.es,referral,(referral),4,4,4,29,1
20250210,segurosvidas.net,referral,(referral),1,1,1,11,1
20250210,l.facebook.com,referral,(referral),1,1,1,2,1
20250210,display,trafico,campanayap_2022,1,1,1,2,0
20250210,bing,organic,(organic),2,1,2,46,1
20250210,9gag.com,referral,(referral),1,1,1,1,0
20250210,9bff1d6882f22446a200918f967c27fd.safeframe.googlesyndication.com,referral,(referral),1,1,1,2,0
20250210,8ca7075c85efe62616a5a19f6ec87330.safeframe.googlesyndication.com,referral,(referral),1,1,1,2,0
20250210,google,organic,(organic),13,11,13,99,8
20250210,c17317ee0398100d2155a39aa77fd990.safeframe.googlesyndication.com,referral,(referral),1,1,1,9,0
20250210,meta,paid,auto-tradicional,26,26,26,55,25
20250210,remarketing,paid,auto-por-kilometro,451,403,451,1507,344
20250210,meta,paid,auto-por-kilometro,227,220,227,383,205
20250210,meta,paid,moto-por-kilomertro,208,200,208,380,172
20250210,remarketing,paid,moto-por-kilomertro,139,128,139,479,116
20250210,syndicatedsearch.goog,referral,(referral),12,12,12,26,12
20250210,search,paid,auto-por-kilometro,89,84,89,503,77
20250210,(not set),(not set),(not set),50,49,50,304,37
20250210,search,paid,moto-por-kilomertro,41,41,41,158,40
20250210,search,paid,auto-tradicional,110,109,110,366,105
20250211,segurosgyt.com.gt,referral,(referral),1,1,1,7,1
20250211,accounts.google.com,referral,(referral),4,2,4,19,0
20250211,googleads.g.doubleclick.net,referral,(referral),1,1,1,1,1
20250211,google,(not set),(not set),1,1,1,10,0
20250211,fb7ba8e55bbb261e2dd62965e17b660e.safeframe.googlesyndication.com,referral,(referral),1,1,1,2,0
20250211,facebook,cpl,trafico_SegurosYap,1,1,1,5,1
20250211,compras,email,prueba,1,1,1,2,0
20250211,aDqCFYfUUeS,ILzJ,fNOl-rFr-NCgCnppSU,1,1,1,1,1
20250211,8ca7075c85efe62616a5a19f6ec87330.safeframe.googlesyndication.com,referral,(referral),1,1,1,2,0
20250211,bing,organic,(organic),5,2,5,67,1
20250211,selfadjust.bdeo.es,referral,(referral),7,6,7,53,2
20250211,lm.facebook.com,referral,(referral),1,1,1,40,0
20250211,syndicatedsearch.goog,referral,(referral),26,26,26,56,26
20250211,search,paid,moto-por-kilomertro,28,27,28,152,26
20250211,(not set),(not set),(not set),52,44,52,280,31
20250211,remarketing,paid,moto-por-kilomertro,143,135,143,431,114
20250211,search,paid,auto-por-kilometro,154,146,154,611,136
20250211,meta,paid,auto-tradicional,176,176,176,298,173
20250211,meta,paid,moto-por-kilomertro,223,209,223,392,179
20250211,meta,paid,auto-por-kilometro,249,237,249,421,213
20250211,search,paid,auto-tradicional,319,313,319,858,296
20250211,remarketing,paid,auto-por-kilometro,487,432,487,1592,370
20250211,google,organic,(organic),26,19,26,283,11
20250212,27cca9a974d08a740bc3ae24bdc2c83e.safeframe.googlesyndication.com,referral,(referral),1,1,1,2,0
20250212,8ca7075c85efe62616a5a19f6ec87330.safeframe.googlesyndication.com,referral,(referral),1,1,1,4,0
20250212,bing,organic,(organic),5,1,5,52,0
20250212,compras,email,prueba,2,1,2,18,0
20250212,xataka.com,referral,(referral),1,1,1,2,0
20250212,google,(not set),(not set),1,1,1,27,0
20250212,insights.hotjar.com,referral,(referral),1,1,1,3,0
20250212,lm.facebook.com,referral,(referral),1,1,1,19,0
20250212,tagassistant.google.com,referral,(referral),2,1,2,22,0
20250212,facebook,cpl,trafico_SegurosYap,1,1,1,2,1
20250212,selfadjust.bdeo.es,referral,(referral),4,3,4,20,0
20250212,google,organic,(organic),19,17,19,120,11
20250212,search,paid,moto-por-kilomertro,20,18,20,120,17
20250212,syndicatedsearch.goog,referral,(referral),11,11,11,27,11
20250212,meta,paid,auto-por-kilometro,264,254,264,439,233
20250212,meta,paid,auto-tradicional,217,214,217,374,211
20250212,meta,paid,moto-por-kilomertro,218,207,218,372,173
20250212,remarketing,paid,auto-por-kilometro,391,350,391,1278,286
20250212,remarketing,paid,moto-por-kilomertro,121,115,121,374,91
20250212,search,paid,auto-por-kilometro,86,80,86,335,76
20250212,(not set),(not set),(not set),50,40,50,231,24
20250212,search,paid,auto-tradicional,131,131,131,423,124
20250213,syndicatedsearch.goog,referral,(referral),8,8,8,17,7
20250213,google,(not set),(not set),1,1,1,36,0
20250213,duckduckgo,organic,(organic),2,1,2,8,1
20250213,accounts.google.com,referral,(referral),1,1,1,4,0
20250213,27cca9a974d08a740bc3ae24bdc2c83e.safeframe.googlesyndication.com,referral,(referral),1,1,1,2,0
20250213,facebook,cpl,trafico_SegurosYap,2,2,2,6,0
20250213,tagassistant.google.com,referral,(referral),2,1,2,21,0
20250213,search,paid,moto-por-kilomertro,11,10,11,43,8
20250213,selfadjust.bdeo.es,referral,(referral),6,3,6,48,1
20250213,(not set),(not set),(not set),60,48,60,370,37
20250213,remarketing,paid,auto-por-kilometro,412,383,412,1514,338
20250213,meta,paid,auto-por-kilometro,243,236,243,419,211
20250213,meta,paid,auto-tradicional,216,214,216,361,205
20250213,google,organic,(organic),21,17,21,125,12
20250213,remarketing,paid,moto-por-kilomertro,116,109,116,287,90
20250213,search,paid,auto-tradicional,64,63,64,362,62
20250213,search,paid,auto-por-kilometro,65,60,65,373,51
20250213,meta,paid,moto-por-kilomertro,209,197,209,375,166
20250214,search,paid,auto-tradicional,9,8,9,35,6
20250214,selfadjust.bdeo.es,referral,(referral),3,1,3,24,0
20250214,segurosgyt.com.gt,referral,(referral),1,1,1,2,1
20250214,facebook,cpl,trafico_SegurosYap,1,1,1,1,1
20250214,c54470182637b37427200c5f660151be.safeframe.googlesyndication.com,referral,(referral),1,1,1,8,1
20250214,bing,organic,(organic),3,1,3,21,0
20250214,accounts.google.com,referral,(referral),1,1,1,9,1
20250214,search,paid,auto-por-kilometro,13,13,13,60,10
20250214,google,organic,(organic),17,13,17,160,10
20250214,search,paid,moto-por-kilomertro,25,25,25,99,25
20250214,(not set),(not set),(not set),47,42,47,401,28
20250214,remarketing,paid,moto-por-kilomertro,82,79,82,217,53
20250214,meta,paid,auto-tradicional,203,196,203,349,193
20250214,meta,paid,moto-por-kilomertro,229,213,229,422,177
20250214,meta,paid,auto-por-kilometro,257,244,257,436,216
20250214,remarketing,paid,auto-por-kilometro,466,433,466,1578,393
20250215,display,trafico,campanayap_2022,1,1,1,2,0
20250215,bing,organic,(organic),2,1,2,2,1
20250215,syndicatedsearch.goog,referral,(referral),2,2,2,4,0
20250215,selfadjust.bdeo.es,referral,(referral),2,2,2,30,0
20250215,googleads.g.doubleclick.net,referral,(referral),2,2,2,2,2
20250215,facebook,cpl,trafico_SegurosYap,3,2,3,6,0
20250215,google,organic,(organic),8,7,8,49,5
20250215,search,paid,auto-tradicional,11,11,11,45,11
20250215,(not set),(not set),(not set),45,37,45,227,25
20250215,search,paid,auto-por-kilometro,22,21,22,153,18
20250215,remarketing,paid,moto-por-kilomertro,104,96,104,284,84
20250215,meta,paid,moto-por-kilomertro,207,200,207,382,169
20250215,meta,paid,auto-tradicional,226,219,226,388,215
20250215,meta,paid,auto-por-kilometro,251,242,251,485,215
20250215,remarketing,paid,auto-por-kilometro,429,384,429,1238,327
20250215,search,paid,moto-por-kilomertro,15,14,15,86,13
20250216,syndicatedsearch.goog,referral,(referral),2,1,2,4,0
20250216,accounts.google.com,referral,(referral),3,2,3,21,1
20250216,selfadjust.bdeo.es,referral,(referral),3,3,3,14,0
20250216,search,paid,moto-por-kilomertro,7,7,7,33,6
20250216,google,organic,(organic),15,14,15,90,10
20250216,search,paid,auto-por-kilometro,20,20,20,117,15
20250216,(not set),(not set),(not set),46,46,46,262,32
20250216,remarketing,paid,moto-por-kilomertro,134,129,134,399,115
20250216,meta,paid,moto-por-kilomertro,209,199,209,389,156
20250216,meta,paid,auto-por-kilometro,245,232,245,450,216
20250216,meta,paid,auto-tradicional,254,249,254,436,241
20250216,remarketing,paid,auto-por-kilometro,464,428,464,1560,376
20250216,search,paid,auto-tradicional,74,72,74,365,70
20250217,selfadjust.bdeo.es,referral,(referral),5,5,5,61,1
20250217,tagassistant.google.com,referral,(referral),2,1,2,2,0
20250217,petalsearch.com,referral,(referral),1,1,1,2,1
20250217,google,(not set),(not set),3,1,3,9,0
20250217,syndicatedsearch.goog,referral,(referral),3,2,3,6,0
20250217,bing,organic,(organic),2,2,2,22,1
20250217,accounts.google.com,referral,(referral),1,0,1,0,0
20250217,search,paid,moto-por-kilomertro,8,7,8,46,6
20250217,search,paid,auto-por-kilometro,63,56,63,385,51
20250217,search,paid,auto-tradicional,30,26,30,196,20
20250217,(not set),(not set),(not set),59,48,59,396,38
20250217,remarketing,paid,moto-por-kilomertro,92,84,92,254,67
20250217,meta,paid,moto-por-kilomertro,224,214,224,418,180
20250217,meta,paid,auto-por-kilometro,265,252,265,453,220
20250217,meta,paid,auto-tradicional,258,255,258,449,241
20250217,remarketing,paid,auto-por-kilometro,463,427,463,1615,372
20250217,google,organic,(organic),33,23,33,326,14
20250218,google,(not set),(not set),1,0,1,0,0
20250218,tagassistant.google.com,referral,(referral),2,1,2,4,0
20250218,selfadjust.bdeo.es,referral,(referral),3,1,3,26,1
20250218,segurosvidas.net,referral,(referral),1,1,1,2,1
20250218,segurosgyt.com.gt,referral,(referral),1,1,1,2,1
20250218,facebook,cpl,trafico_SegurosYap,1,1,1,2,0
20250218,display,trafico,campanayap_2022,1,1,1,2,0
20250218,bing,organic,(organic),3,1,3,61,0
20250218,search,paid,moto-por-kilomertro,8,7,8,21,6
20250218,search,paid,auto-por-kilometro,21,17,21,145,14
20250218,google,organic,(organic),36,27,36,185,13
20250218,(not set),(not set),(not set),36,29,36,267,21
20250218,remarketing,paid,moto-por-kilomertro,104,101,104,310,83
20250218,meta,paid,moto-por-kilomertro,219,213,219,408,171
20250218,meta,paid,auto-tradicional,252,240,252,425,231
20250218,meta,paid,auto-por-kilometro,274,265,274,500,228
20250218,remarketing,paid,auto-por-kilometro,318,294,318,951,233
20250218,search,paid,auto-tradicional,17,16,17,123,14
20250219,segurosgyt.com.gt,referral,(referral),2,2,2,8,2
20250219,accounts.google.com,referral,(referral),1,1,1,5,0
20250219,display,trafico,campanayap_2022,1,1,1,2,1
20250219,ecosia.org,organic,(organic),1,1,1,30,1
20250219,insights.hotjar.com,referral,(referral),1,1,1,3,0
20250219,google,(not set),(not set),1,1,1,16,0
20250219,googleads.g.doubleclick.net,referral,(referral),2,1,2,2,1
20250219,tagassistant.google.com,referral,(referral),1,1,1,2,0
20250219,facebook,cpl,trafico_SegurosYap,1,1,1,2,0
20250219,bing,organic,(organic),2,2,2,46,2
20250219,meta,paid,auto-tradicional,260,253,260,470,246
20250219,search,paid,moto-por-kilomertro,5,5,5,22,4
20250219,search,paid,auto-tradicional,19,18,19,181,18
20250219,google,organic,(organic),26,22,26,277,15
20250219,search,paid,auto-por-kilometro,37,30,37,233,23
20250219,(not set),(not set),(not set),49,42,49,341,34
20250219,remarketing,paid,moto-por-kilomertro,87,82,87,266,60
20250219,meta,paid,moto-por-kilomertro,193,180,193,345,146
20250219,meta,paid,auto-por-kilometro,238,231,238,420,205
20250219,remarketing,paid,auto-por-kilometro,318,291,318,906,241
20250219,selfadjust.bdeo.es,referral,(referral),5,3,5,24,0
20250220,selfadjust.bdeo.es,referral,(referral),3,2,3,18,0
20250220,bing,organic,(organic),3,1,3,6,0
20250220,insights.hotjar.com,referral,(referral),1,1,1,2,0
20250220,facebook,cpl,trafico_SegurosYap,2,2,2,4,1
20250220,segurosgyt.com.gt,referral,(referral),1,1,1,2,1
20250220,syndicatedsearch.goog,referral,(referral),1,1,1,1,1
20250220,display,trafico,campanayap_2022,1,0,1,1,0
20250220,mail.google.com,referral,(referral),1,1,1,2,0
20250220,search,paid,moto-por-kilomertro,5,5,5,45,4
20250220,googleads.g.doubleclick.net,referral,(referral),2,1,2,2,0
20250220,google,organic,(organic),34,29,34,202,17
20250220,search,paid,auto-por-kilometro,35,31,35,240,22
20250220,(not set),(not set),(not set),52,43,52,224,29
20250220,search,paid,auto-tradicional,20,19,20,237,18
20250220,remarketing,paid,moto-por-kilomertro,65,56,65,206,40
20250220,meta,paid,moto-por-kilomertro,163,148,163,287,120
20250220,meta,paid,auto-por-kilometro,234,228,234,401,196
20250220,remarketing,paid,auto-por-kilometro,278,253,278,770,211
20250220,meta,paid,auto-tradicional,291,282,291,479,265
